Id,xx,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,Diesel,Petrol,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
335,TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,11750,40,5,2001,32532,Petrol,0,0,110,1,Black,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
336,TOYOTACorolla1.416VVVTILIFTBLUNA4/5-Doors,12400,34,11,2001,32431,Petrol,0,0,97,1,Silver,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
337,TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,12500,35,10,2001,32000,Petrol,0,0,110,0,Black,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
339,TOYOTACorolla1.6ILIFTBACK4/5-Doors,12900,33,12,2001,31000,Petrol,0,0,110,1,Silver,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0
340,TOYOTACorolla1.616VVVTIHATCHBSOL2/3-Doors,12200,41,4,2001,30989,Petrol,0,0,110,0,Green,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
341,TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,12750,43,2,2001,30742,Petrol,0,0,110,1,Silver,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
342,TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,11950,42,3,2001,30190,Petrol,0,0,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
343,TOYOTACorollaLiftback1.6VVTI4/5-Doors,11900,41,4,2001,29716,Petrol,0,0,116,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
344,TOYOTACorolla1.616VVVTIHATCHBTERRAAUT42/3-Doors,11950,44,1,2001,29716,Petrol,0,0,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
345,TOYOTACorolla1.616VVVTIHATCHBG62/3-Doors,14950,42,3,2001,29640,Petrol,0,0,110,0,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
346, TOYOTACorolla1.416VVVTILIFTBLUNA4/5-Doors,11950,41,4,2001,29056,Petrol,0,0,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
347,TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,12950,33,12,2001,28715,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
348, TOYOTACorolla1.616VVVTIHATCHBG64/5-Doors,14950,41,4,2001,28571,Petrol,0,0,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0
349,TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,13450,40,5,2001,28362,Petrol,0,0,110,1,Blue,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1
350,TOYOTACorolla1.616VVVTILIFTBLUNA4/5-Doors,13750,38,7,2001,28150,Petrol,0,0,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
351,TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,12950,43,2,2001,27301,Petrol,0,0,110,1,Grey,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
352, TOYOTACorolla1.6TerraLBComf.4/5-Doors,12750,33,12,2001,27240,Petrol,0,0,110,1,Blue,0,1600,5,4,5,85,1075,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
353,TOYOTACorolla1.416VVVTILIFTBTERRA4/5-Doors,11895,39,6,2001,27170,Petrol,0,0,97,1,Yellow,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
354, TOYOTACorolla1.416VVVTILIFTBTERRA4/5-Doors,9950,42,3,2001,27141,Petrol,0,0,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
355,TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,12450,38,7,2001,26262,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
356,TOYOTACorolla1.416VVVTILIFTBLUNA4/5-Doors,12500,38,7,2001,26000,Petrol,0,0,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
357,TOYOTACorolla1.616VVVTIHATCHBSOL2/3-Doors,14950,43,2,2001,25228,Petrol,0,0,110,1,Blue,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
358, TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,13750,39,6,2001,25062,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
359,TOYOTACorolla1.616VVVTISEDANTERRAAUT44/5-Doors,12695,39,6,2001,24723,Petrol,0,0,110,1,Green,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
360,TOYOTACorolla1.616VVVTIHATCHBG62/3-Doors,14990,33,12,2001,24650,Petrol,0,0,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
361, TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,12750,43,2,2001,24553,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
362, TOYOTACorolla1.6VVTiTerraComfort4/5-Doors,14350,41,4,2001,24475,Petrol,0,0,110,1,Red,0,1600,5,4,5,69,1030,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
363,TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,12950,39,6,2001,24444,Petrol,0,0,110,1,Blue,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
364,TOYOTACorolla1.416VVVTIHATCHBTERRA2/3-Doors,11500,35,10,2001,24011,Petrol,0,0,97,0,Grey,0,1400,3,4,5,69,1025,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
365,TOYOTACorolla1.416VVVTIHATCHBTERRA2/3-Doors,11950,41,4,2001,24000,Petrol,0,0,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
366,TOYOTACorolla1.616VVVTILIFTBLUNA4/5-Doors,13450,40,5,2001,23616,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
367,TOYOTACorolla1.616VVVTILIFTBLUNA4/5-Doors,12900,38,7,2001,22865,Petrol,0,0,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
368,TOYOTACorolla1.316VLIFTBLINEATERRA4/5-Doors,10500,41,4,2001,22780,Petrol,0,0,86,1,Green,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0
369,TOYOTACorolla1.416VVVTIHATCHBTERRA2/3-Doors,10950,35,10,2001,21904,Petrol,0,0,97,0,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
370,TOYOTACorolla1.416VVVTIHATCHBTERRA2/3-Doors,11950,41,4,2001,21651,Petrol,0,0,97,0,Green,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
371,TOYOTACorolla1.6VVTILineaTerraComfort4/5-Doors,11450,37,8,2001,21500,Petrol,0,0,110,1,Red,0,1600,5,4,5,69,1030,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
372, TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,13250,44,1,2001,21027,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
373,TOYOTACorolla1.616VVVTISEDANTERRA4/5-Doors,10250,39,6,2001,18500,Petrol,0,0,110,0,Red,0,1600,4,4,5,69,1030,0,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
374,TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,13995,35,10,2001,18000,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1
375,TOYOTACorolla1.416VVVTILIFTBTERRA4/5-Doors,11950,40,5,2001,17051,Petrol,0,0,97,0,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
376,TOYOTACorolla1.4LBLINEATERRA4/5-Doors,13250,33,12,2001,16512,Petrol,0,0,97,1,Grey,0,1400,5,4,5,19,1085,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
377,TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,12950,40,5,2001,16325,Petrol,0,0,110,1,Silver,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
378,TOYOTACorolla1.416VVVTILIFTBLUNA4/5-Doors,11750,38,7,2001,16000,Petrol,0,0,97,1,Grey,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
379,TOYOTACorolla1.6LineaTerraLB4/5-Doors,11500,39,6,2001,12000,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,TOYOTACorolla1.4VVTILB4/5-Doors,13500,43,2,2001,10000,Petrol,0,0,97,1,Blue,0,1400,5,4,5,85,1060,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
381, TOYOTACorolla1.9DHATCHBSOL2/3-Doors,6500,53,4,2000,216000,Diesel,1,0,69,0,White,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
382,TOYOTACorolla1.9DSEDANTERRA4/5-Doors,6400,51,6,2000,198167,Diesel,1,1,69,0,Red,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0
383,TOYOTACorolla1.9DHATCHBTERRA2/3-Doors,7000,53,4,2000,176000,Diesel,1,1,69,0,Blue,0,1900,3,4,5,185,1105,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
384,TOYOTACorolla2.0DSLSEDANLINEATERRA4/5-Doors,7750,54,3,2000,174139,Diesel,1,1,72,1,Blue,0,2000,4,4,5,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
385,TOYOTACorolla1.9DSedan4/5-Doors,8900,45,12,2000,174000,Diesel,1,1,69,1,Silver,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
386,TOYOTACorolla1.6VVTiLineaterra2/3-Doors,8500,55,2,2000,150000,CNG,0,1,110,1,Blue,0,1600,3,4,5,72,1075,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
387,TOYOTACorolla2.0DSLLIFTBLINEATERRA4/5-Doors,8950,54,3,2000,149329,Diesel,1,1,72,1,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
388,TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,9900,51,6,2000,146736,Petrol,0,1,110,1,Silver,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
389,TOYOTACorolla1.9DLIFTBLUNA4/5-Doors,10250,53,4,2000,143513,Diesel,1,0,69,0,Grey,0,1900,5,4,5,185,1140,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,9250,48,9,2000,142130,CNG,0,1,110,0,Red,0,1600,5,4,5,197,1119,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1
391,TOYOTACorolla1.9DWGNLINEATERRAStationwagen,7750,48,9,2000,140700,Diesel,1,1,69,1,Grey,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
392, TOYOTACorolla1.9DSEDANTERRA4/5-Doors,9450,54,3,2000,138394,Diesel,1,1,69,1,Silver,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
393,TOYOTACorolla2.0DSLLIFTBLINEATERRA4/5-Doors,7750,55,2,2000,137000,Diesel,1,1,72,1,Blue,0,2000,5,4,5,185,1135,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
394,TOYOTACorolla1.9DWAGONTERRAStationwagen,8250,52,5,2000,135258,Diesel,1,1,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
395,TOYOTACorolla1.616VVVTIWAGONTERRAStationwagen,9950,49,8,2000,131364,Petrol,0,1,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
396,TOYOTACorolla1.8DStationwagen,4450,56,1,2000,129155,Diesel,1,0,69,0,White,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
397, TOYOTACorolla1.616VVVTIHATCHBG62/3-Doors,9950,50,7,2000,126110,Petrol,0,1,110,0,Black,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0
398,TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,9000,48,9,2000,119742,Petrol,0,0,110,1,Blue,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
399,TOYOTACorolla1.9DLBLINEASOL4/5-Doors,9950,53,4,2000,117913,Diesel,1,0,69,1,Blue,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0
400,TOYOTACorolla2.0D4DHATCHBTERRA2/3-Doors,12450,47,10,2000,117430,Diesel,1,1,90,1,Blue,0,2000,3,4,5,210,1165,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
401,TOYOTACorolla1.616VVVTISEDANTERRA4/5-Doors,10500,55,2,2000,117175,Petrol,0,1,110,1,Green,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0
402,TOYOTACorolla1.616VVVTISEDANTERRA4/5-Doors,10750,54,3,2000,115558,Petrol,0,0,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1
403,TOYOTACorolla1.416VVVTIHATCHBTERRA2/3-Doors,8950,53,4,2000,115113,Petrol,0,0,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
404,TOYOTACorolla1.9DLIFTBTERRA4/5-Doors,10500,54,3,2000,115046,Diesel,1,0,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
405,TOYOTACorolla2.0D4/5-Doors,5150,56,1,2000,113997,Diesel,1,1,72,1,Green,0,2000,5,4,5,64,1135,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
406,TOYOTACorolla1.416VVVTILIFTBTERRA4/5-Doors,10950,49,8,2000,107859,Petrol,0,1,97,0,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
407,TOYOTACorolla1.416VVVTIHATCHBTERRA2/3-Doors,9450,52,5,2000,104805,Petrol,0,0,97,1,Black,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
408,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9950,54,3,2000,103454,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
409,TOYOTACorolla1.9DWAGONTERRAStationwagen,10950,51,6,2000,103018,Diesel,1,0,69,0,White,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
410,TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,11900,47,10,2000,102352,Petrol,0,1,110,1,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
411,TOYOTACorolla1.416VVVTILIFTBTERRA4/5-Doors,9950,50,7,2000,102030,Petrol,0,0,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
412,TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,11950,54,3,2000,101352,Petrol,0,0,110,0,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
413,TOYOTACorolla1.616vTERRA4/5-Doors,7900,50,7,2000,99865,Petrol,0,0,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414, TOYOTACorolla1.616VVVTIHATCHBG62/3-Doors,10950,52,5,2000,99323,Petrol,0,0,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
415,TOYOTACorolla1.9DLIFTBTERRA4/5-Doors,8950,48,9,2000,98100,Diesel,1,0,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
416, TOYOTACorolla1.616VVVTIWAGONTERRAStationwagen,11950,51,6,2000,98040,Petrol,0,1,110,0,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
417,TOYOTACorolla1.6HBSOL2/3-Doors,10900,49,8,2000,97600,Petrol,0,0,110,1,Silver,0,1600,3,4,5,69,1045,0,1,6,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
418, TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,9950,55,2,2000,97234,Petrol,0,0,110,0,Blue,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
419, TOYOTACorolla2.0DSLHATCHBLINEATERRA2/3-Doors,9950,51,6,2000,96135,Diesel,1,0,72,0,Black,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
420,TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,10950,54,3,2000,96100,Petrol,0,1,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
421, TOYOTACorolla2.0DSLHATCHBLINEATERRA2/3-Doors,8950,55,2,2000,94401,Diesel,1,0,72,0,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
422, TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8950,55,2,2000,94122,Petrol,0,1,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1
423,TOYOTACorolla1.616VVVTIHATCHBG62/3-Doors,10500,49,8,2000,91340,Petrol,0,0,110,1,Blue,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1
424,TOYOTACorolla1.416VVVTIHATCHBTERRA2/3-Doors,8950,53,4,2000,90200,Petrol,0,0,97,0,White,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
425,TOYOTACorolla1.9DLIFTBTERRA4/5-Doors,9250,53,4,2000,90097,Diesel,1,0,69,1,Red,0,1900,5,4,5,185,1140,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
426, TOYOTACorollaLIFTBACK1.4VVT-iLINEATERRA4/5-Doors,11500,48,9,2000,89049,Petrol,0,1,97,1,Black,0,1400,5,4,5,85,1060,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
427, TOYOTACorolla1.616VVVTIWAGONTERRAStationwagen,9750,52,5,2000,89000,Petrol,0,0,110,0,Grey,0,1600,5,4,5,85,1075,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
428, TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,9950,45,12,2000,87274,Petrol,0,0,110,1,Grey,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
429, TOYOTACorolla1.616VVVTIHATCHBSOL2/3-Doors,11450,49,8,2000,86221,Petrol,0,0,110,0,Grey,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
430,TOYOTACorolla1.6VVT-iL.SolWagonStationwagen,12500,54,3,2000,84598,Petrol,0,0,110,0,Red,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
431,TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,10500,50,7,2000,83567,Petrol,0,0,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
432,TOYOTACorolla1.616VVVTIWAGONTERRAStationwagen,12950,50,7,2000,83106,Petrol,0,0,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1
433, TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,12200,50,7,2000,82805,Petrol,0,0,110,1,Green,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
434,TOYOTACorolla1.416VVVTIHATCHBSOL2/3-Doors,10950,50,7,2000,82735,Petrol,0,0,97,1,Black,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
435, TOYOTACorolla1.6LBLINEASOL4/5-Doors,10950,54,3,2000,81905,Petrol,0,0,110,1,Green,0,1600,5,4,5,19,1105,0,1,6,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
436,TOYOTACorolla1.616VVVTIHATCHBTERRAAUT42/3-Doors,11290,49,8,2000,80320,Petrol,0,0,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
437,TOYOTACorolla1.4VVT-iLineaSolHB2/3-Doors,10750,49,8,2000,80090,Petrol,0,0,97,1,Silver,0,1400,3,4,5,69,1030,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
438,TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,10895,53,4,2000,79800,Petrol,0,0,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
439, TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,11500,47,10,2000,78785,CNG,0,0,110,1,Black,0,1600,5,4,5,197,1119,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
440, TOYOTACorolla1.616VVVTILIFTBTERRA4/5-Doors,9750,48,9,2000,78600,Petrol,0,1,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
441,TOYOTACorolla1.616VVVTIHATCHBTERRA2/3-Doors,10250,55,2,2000,77780,Petrol,0,0,110,0,Red,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
442,TOYOTACorolla1.616VVVTISEDANTERRA4/5-Doors,12500,49,8,2000,77648,Petrol,0,0,110,0,Red,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
443, TOYOTACorolla1.616VVVTISEDANTERRA4/5-Doors,11950,54,3,2000,77270,Petrol,0,0,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
444,TOYOTACorolla1.416VVVTILIFTBTERRA4/5-Doors,10750,50,7,2000,76167,Petrol,0,0,97,1,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
445, TOYOTACorolla1.616VVVTISEDANTERRA4/5-Doors,11450,46,11,2000,75249,Petrol,0,0,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0
446,TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,11950,54,3,2000,75231,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
447,TOYOTACorolla1.6G6HB2/3-Doors,11750,48,9,2000,75045,Petrol,0,0,110,1,Silver,0,1600,3,4,6,85,1055,0,0,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
448, TOYOTACorolla1.616VVVTISEDANTERRAAUT44/5-Doors,10950,50,7,2000,74849,Petrol,0,0,110,1,Red,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
449, TOYOTACorolla1.616VVVTILIFTBSOL4/5-Doors,11950,55,2,2000,74715,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
450, TOYOTACorolla1.9DHATCHBTERRA2/3-Doors,10995,49,8,2000,74656,Diesel,1,0,69,0,Silver,0,1900,3,4,5,185,1105,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
